#a,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Fun._2,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2022.0,072  ,2312 ,22104  ,VESTUARIO RESIDENCIA DE ANCIANOS,072,23   ,22    ,3500.0,0.0,3500.0,0.0
2022.0,072  ,2312 ,22105  ,ALIMENTOS RESIDENCIA DE ANCIANOS,072,23   ,22    ,70000.0,0.0,70000.0,0.0
2022.0,072  ,2312 ,22106  ,SUBM PRODUCTOS FARMACEUTICOS Y MATERIAL SANITARIO,072,23   ,22    ,1000.0,0.0,1000.0,0.0
2022.0,072  ,2312 ,22110  ,SUBMINISTRAMIENTO PRODUCTOS LIMPIEZA,072,23   ,22    ,9700.0,0.0,9700.0,0.0
2022.0,072  ,2312 ,22199  ,MATERIAL TÉCNICO RESIDENCIA DE ANCIANOS,072,23   ,22    ,10000.0,0.0,10000.0,0.0
2022.0,072  ,2312 ,221991 ,SUMINISTROS DIVERSOS,072,23   ,22    ,3000.0,0.0,3000.0,0.0
2022.0,072  ,2312 ,227995 ,CONTR PREST SERVICIOS PERSONAS MAYORES,072,23   ,22    ,240000.0,0.0,240000.0,0.0
2022.0,072  ,2312 ,48903  ,TRANSF CORRIENTES PERSONAS MAYORES,072,23   ,48    ,8000.0,0.0,8000.0,0.0
2022.0,072  ,2312 ,48905  ,"TRANSF CORRIENTES COOP VIVIENDAS, CASAL DE ANCIANOS",072,2312 ,48905 ,40000.0,0.0,40000.0,0.0
2022.0,072  ,2313 ,227993 ,CONT SERVICIO DE INTERVENCIÓN SOCIOEDUCATIVA,072,23   ,22    ,494235.0,0.0,494235.0,0.0
2022.0,072  ,2314 ,227992 ,CONTR PREST SERVICIOS COLECTIVO NECESIDADES ESPECI.,072,23   ,22    ,57000.0,0.0,57000.0,0.0
2022.0,072  ,2314 ,48902  ,TRANSF CORRIENTES DISCAPACITADOS,072,23   ,48    ,5500.0,0.0,5500.0,0.0
2022.0,072  ,2314 ,48904  ,TRANSF CORRIENTES FUNDACIÓ RUBRICATUS,072,2314 ,48904 ,370000.0,0.0,370000.0,0.0
2022.0,072  ,2314 ,48906  ,TRANSF CORRIENTES DISPRAT-LLEURE,072,2314 ,48906 ,70000.0,0.0,70000.0,0.0
2022.0,072  ,2315 ,227991 ,PREST SERVICIOS PLAN ACTUACIÓN SANT COSME,072,2315 ,227991,60000.0,0.0,60000.0,0.0
2022.0,072  ,2315 ,227992 ,PREST SERVICIOS PROYECTO MEDIO ABIERTO,072,23   ,22    ,70000.0,0.0,70000.0,0.0
2022.0,072  ,2315 ,227993 ,CONT SERVICIO PREVENCIÓN Y CONVIVENCIA,072,23   ,22    ,163000.0,0.0,163000.0,0.0
2022.0,072  ,2315 ,48901  ,TRANSF CORRIENTE AV SANT COSME (VAMOS HACIENDO BARRIO),072,2315 ,48901 ,25000.0,0.0,25000.0,0.0
2022.0,072  ,2315 ,48902  ,"TRANSF CORRIENTE ""FUNDACIÓN SECRETARIADO GITANO""",072,2315 ,48902 ,60000.0,0.0,60000.0,0.0
2022.0,072  ,2315 ,48903  ,"TRANSF CORRIENTE ""FUNDACIÓ CATALANA ESPLAI GISC I JOV",072,2315 ,48903 ,38000.0,0.0,38000.0,0.0
2022.0,072  ,2315 ,48904  ,"TRANSF CORRIENTES ""GATS"" PROYECTO CONVIVE SAN COMES",072,2315 ,48904 ,63000.0,0.0,63000.0,0.0
2022.0,072  ,2315 ,48905  ,TRANSF CORRIENTES ASOCIACIÓN LÚDICA BITXOS,072,2315 ,48905 ,7000.0,0.0,7000.0,0.0
2022.0,072  ,2316 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,14416.0,0.0,14416.0,0.0
2022.0,072  ,2316 ,12006  ,TRIENIOS,,2    ,1     ,1047.0,0.0,1047.0,0.0
2022.0,072  ,2316 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,5823.0,0.0,5823.0,0.0
2022.0,072  ,2316 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,12181.0,0.0,12181.0,0.0
2022.0,072  ,2316 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,73312.0,0.0,73312.0,0.0
2022.0,072  ,2316 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,33961.0,0.0,33961.0,0.0
2022.0,072  ,2316 ,22606  ,PLAN IGUALDAD MUJER-HOMBRE,072,23   ,22    ,3000.0,0.0,3000.0,0.0
2022.0,072  ,2316 ,22607  ,PUBLICIDAD Y DIFUSIÓN-FEMINISMO Y LGTBI+,072,23   ,22    ,8000.0,0.0,8000.0,0.0
2022.0,072  ,2316 ,227991 ,PRESTACIÓN DE SERVICIOS MUJER,072,2316 ,227991,158375.0,0.0,158375.0,0.0
2022.0,072  ,2316 ,227992 ,PLAN CONTRA LA VIOLENCIA MACHISTA,072,23   ,22    ,15000.0,0.0,15000.0,0.0
2022.0,072  ,2316 ,227993 ,PLAN LGTBI+,072,23   ,22    ,5000.0,0.0,5000.0,0.0
2022.0,072  ,2316 ,48901  ,TRANSF CORRIENTES IGUALDAD Y DERECHOS SOCIALES,072,23   ,48    ,7290.0,0.0,7290.0,0.0
2022.0,072  ,2317 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,72076.0,0.0,72076.0,0.0
2022.0,072  ,2317 ,12006  ,TRIENIOS,,2    ,1     ,16716.0,0.0,16716.0,0.0
2022.0,072  ,2317 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,34862.0,0.0,34862.0,0.0
2022.0,072  ,2317 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,77314.0,0.0,77314.0,0.0
2022.0,072  ,2317 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,35763.0,0.0,35763.0,0.0
2022.0,072  ,2317 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,68738.0,0.0,68738.0,0.0
2022.0,072  ,326  ,48901  ,TRANSF CORRIENTES BECAS COMEDOR ESCOLAR,072,32   ,48    ,170000.0,0.0,170000.0,0.0
2022.0,072  ,326  ,48902  ,TRANSF CORRIENTES GUARDERÍAS,072,32   ,48    ,150000.0,0.0,150000.0,0.0
